,challenges_obstacles_mistakes,outcome_numeric,gender
197," One of our worst mistakes was experimenting with a new growth strategy without being prepared for the byproducts. We were testing TikTok as a possible acquisition channel. A TikTok creator from Mexico found our extension from one of our paid TikTok collaborations and created a viral video in LatAm, where Spanish is the primary language. But at the time, our chrome extension didn't support Spanish. So we had an enormous spike in new sign-ups, which created a tidal wave of support tickets from frustrated users who couldn't use Tactiq to transcribe their Google Meets in Spanish.  It was an “ahhhh” moment - we needed to test for these types of unexpected outcomes in controlled ways. We had not anticipated Spanish users from our TikTok experiment until then, as our sponsored videos were solely in English. We weren’t ready for that new sign-up volume. There were a few weeks of frantically responding to an onslaught of Intercom support tickets, all in Spanish, toggling between Intercom and Google Translate. We weren't prepared for that unforeseeable outcome that created enormous user churn and resource drain for our team. ",1,0
198," My main mistake was not doing enough research and validating the idea of the product. I spent 90% of my time building the product and 10% on marketing. And even the product wasn’t that well built. I still had a lot to learn. I hadn’t learned much about marketing from Anyemail Finder as it was a cool product that people wanted it and they just kept coming back. But Tailor wasn’t a cool product and I was trying to connect with the wrong audience (small websites). Another mistake I committed was carrying out the 12 startups in 12 months challenge. I would recommend everyone who is considering this to create a product and stick with it to grow it. Also, there was a big disadvantage on the market that was the enormous players, which offered free options. Small websites would rather go with Optimziely. ‍",0,0
199," The biggest challenge was probably the MSFT Imagine Cup world finals... and it was tough. It all started in the first meeting - when I was introduced to a developer experience advocates at Microsoft Puerto Rico, who would eventually teach me the art of pitching, user design & experience, and handling the press. Also, we brought in a marketing specialist who taught me how to pitch my product with emotion and appeal to the hearts of the judges. During this intensive period of trial and error, that lasted about two months, I perfected my pitch and presentation to deliver to the judges. I also began getting much press attention for Taleship. This was one of the best learning experiences of my life, and I utilize all this knowledge on startups and pitching every day. The public speaking aspect has improved so much - I went from an introvert to confidently giving public speeches anywhere, anytime. After the two months, the deadline arrived, and Microsoft flew me to Seattle where I’d compete with 51 other teams around the world. After intense pitching sessions and demo showcases, I managed to make it to Quarterfinals, top 32 world - as a 17-year-old solo indie hacker. I would say that was the biggest challenge - the competition. What I did wrong? Well, in hindsight, I could’ve utilized the press attention much better. Mostly, they all fall down to marketing. ‍",0,0
200," We were first-time founders, so everything was brand new to us. We had never raised venture capital before, built a product from scratch, or tested sales and marketing techniques, along with a whole lot more. While this was a significant challenge we had to overcome, it also helped us throughout our journey - we had no preconceived notion of how things were supposed to be done, no bias from our past experiences.  ‍",0,0
201," Our startup story isn't one of immediate success. Because of COVID, we had to pivot and reinvent ourselves. I had just quit my job to launch a startup in travel when the pandemic hit. Finding a new startup idea and deciding to pivot was not an easy thing to do, as well as not earning any recurrent income during 2 years. ",1,1
202," Digital health is a tough space. We observed several other companies before us trying to tackle medication adherence, and if they started as direct-to-consumer, at some point they inevitably pivoted to prioritizing enterprise partnerships. Unfortunately, those same consumer challenges - adoption and retention - follow you into enterprise pilots as well, and when an enterprise isn't able to see meaningful utilization and efficacy with their target audience, it’s a struggle to win those deals too. We were enamored with designing and validating the right interventions to improve adherence, when the much larger existential question was whether consumers were even interested in the first place. We should have recognized upfront that finding strong acquisition channels was a necessary precondition for this whole project to work, and we should've done some early testing (e.g. some Google or FB ads with simple landing pages) to gauge the difficulty ahead. I believe we would have had a path to monetization if we figured out acquisition, but more generally, it's possible the area of medication adherence may be intractable, absent breakthrough technology, stronger incentives, and larger market shifts (e.g. doctors and the healthcare system prioritizing adherence). ‍",0,0
203," We got to a point where we had a nice balance in enough cities to bring in enough money. It was always a little bit difficult. We had a pricing model where teachers paid us a fee, once they've had four successful lessons. If a student dropped out before that we wouldn't charge the teacher. We'd only charge a one-off fee. We weren't taking a percentage of their earnings, which I think teachers liked, but we had to constantly get updates from teachers. As that scaled, it became a labor-intensive process of chasing up teachers, getting updates, sending them invoices, getting payments. It was difficult to automate that. ‍",0,0
204," Finding time to meet with my pilot group and test product iterations. I was a full-time employee with a strict work schedule, and it was very hard to get out of the office during the work hours. And in B2B business your customers are rarely available after hours. I didn’t feel good asking for their time after work, when they were going to their families after another stressful day at work. If I had more flexibility with the work schedule, we’d had better progress. And sadly, I couldn’t afford quitting my job as I had to pay bills and support my family. ‍",0,0
205," Besides the stuff I mentioned, being the only full-time founder working on it was personally challenging. Everyone had other means of living, while I depended on the success of Teamometer. I would never do that again. Either you believe in the idea and you are in (full-time) or you are not. ",0,0
206," It is always really, really fun when your entire program breaks, your entire system just decides to take a nap. Luckily, this has happened only one time. As soon as this happened, I sent out a mass email to all of my customers apologizing for the inconvenience and I let them know that we were diligently working to fix the issue. I was panicking and I started to go into one of those spiraling thought modes. I said things to myself like, “What if the program never comes back up?” “What if everyone leaves me bad reviews?” What if, what if, what if? I try not to listen to the “what-ifs” because they are not very helpful. Side note: One of my favorite writers is Shel Silverstein, and he wrote a poem about the “What-ifs” that live inside people’s heads. Highly recommend.  As far as competitors go in this industry, there are a few different platforms that offer social media posts and print marketing for real estate agents. One of the biggest obstacles we have faced as a company was trying to be different from the other companies, and my worst mistake was comparing myself too much to these other companies. A lot of times I would get down on myself and want to quit because I kept on telling myself, “I am never going to be as successful as them!” This is not a good way of thinking. I had to push more of that negative talk behind me and start focusing on what I could do to be a little bit different. In May we decided to White-label with another company, and that company made it possible for our customers to post directly onto their social media from The Agent Nest. This was a game-changer! We are the only company in this industry that offers this in the platform itself, and that is how we figured out how to be different from our competitors. We were also able to add another plan, and if someone wants to get access to that scheduling feature the cost is $59/month as opposed to the $32/month for the basic access to our site. I am so glad that we did this! One other issue I ran into was not budgeting correctly. I am the kind of person who thinks one should spend a lot of money on marketing, and we spend around $1,500/month on Facebook, Instagram, and Pinterest Ads. There was a month where I was not paying attention. I usually create multiple Facebook ads at once and give them the same daily budget, and after about three days I go and see which ad is performing the best and cancel the ones that are not performing. Well… one time I forgot to do that, and I had to pay $1,000 for an ad that was not delivering and not working. That was rough! Now I pay more attention! ‍",1,1
207," I made many mistakes: I started this blog without having a deep passion for blogging (at that time).I started the business mainly to make money versus mainly wanting to render helpful service to solve a pressing problem.I heavily attached myself to blog traffic and revenue outcomes instead of focusing on giving I obsessed with getting, which is a business killer.I had no sound plan for following a posting schedule.I released the eBook on an unknown platform versus self-publishing on Amazon I could go on for the next hour. But I have a thriving business to attend LOL!                                                                                                                                                   ",0,0
208," The main hurdle we faced in the early days was ensuring we had the proper paperwork. Our industry is heavily regulated. We were audited seven different times by different government agencies. That’s probably a good thing for consumers, but can be frustrating for business owners. It was a very bureaucratic process. We overcame this challenge by hiring a consultant who helped us apply for the required licenses.  We believe in value. People love great value for money. Better services are hard to quantify and hard to justify. People always expect a good result from your services. Our experience is that people expect to pay for baseline acceptability. Anything above this they do not want to pay for. They would rather spend their money on something else. So I always design service delivery to execute with optimum value. Charging extra money for a premium service is quite hard to justify. It took us a while to realize this. I think that has been one of our biggest mistakes so far. But now we have our pricing strategy and USPs optimized. ",1,0
209," We started with a very low capital ($75,000AUD). This meant that our start was slow and we really had to prove ourselves in the early portion of the Cave’s existence. Another challenge we had was defining ourselves. We had a little of everything, which meant some people were confused as to what we were actually doing. This was generally overcome once they stepped through the door and experienced it for themselves, but we definitely should have had a stronger identity to really breakthrough.",0,0
210," The major challenge was to create acceptability for our product at the price point. We could have overcome this challenge if we had the financial capability to run a campaign to educate the customer about the differentiated product. The market is really price elastic, especially for the kind of cuisine we were offering. We could not have been successful at the price point at which we were playing without making some kind of changes either by on products, packaging or elsewhere in the value chain.",0,0
211," It’s hard to think of mistakes of a product that was never launched and was shut down at the early stage of development. As I’ve never monetized my products before, I think my main marketing mistakes were ahead, never actually destined to happen. The main challenge was making my product not generic, a point where it would be impossible to compete with other mature products that had more functionalities because of the years spent building them, better marketing budgets, and experts.  I think my main mistake was realizing that I was unable to continue but still deciding to proceed. It cost me two years but as I have a habit of celebrating my mistakes and turning them into advantages, I learned a lot and it all made a great story. ‍",0,0
212," Deciding to leave the life I’ve built in San Francisco to start Trackin was already a big step. I am an entrepreneur and wanted to get back to that life, but this time it meant giving up on a visa, job, life, friends, cheap place etc. Then getting back to France, it was hard for people to understand my ambitions, I kept hearing that I should start “slowly and not aim too high and slow down on international expansion” Follow your guts when you hear people telling you that it’s not the right thing to do and how to approach things is tough, because some people will be right about some aspects of your business, but some people will be wrong...so how do you know which one to listen to? Deciding to keep working on this adventure alone was another big challenge, and it has been since then. Getting into YC, talking to investors, managing your company...you are expected to do as well as other companies, even though you’re alone. I’ll always remember Michael Seibel during the program explaining to the batch how solo founders are supposed to be “superheroes” because expectations are at least the same and nobody will help out. Although I feel very fortunate, because looking back, I have learned so much about everything related to creating and growing a business: management, sales, hiring, marketing, accounting, technology, customer support, scalability, fundraising etc. There are days I wish I had more time to be a normal CEO, but overall, it’s a huge chance to be able to lead a growing company by yourself, because the amount of new skills you get is extremely valuable and will help you not only in your business life but also in your personal life. Everything becomes so easy! The last biggest challenge I had to face was being in the food space. We came late in the game and humans are not really objectives...After some bad investments were made, and after some companies failed, (mainly because of lack of business models and leadership), food suddenly became a ‘bad’ market. Which forced me to build a business sustainable and profitable right away instead of taking the VC shortcut. But at the end of the day, it made us stronger and we have solid foundations to scale! ‍  I’ve made huge hiring mistakes, multiple times, always ended well though, because I don’t think like you win anything by fighting with people for your ego. And I kept people for too long in the team when I knew they weren’t performing. ‍ We also made mistakes regarding our first targets with Trackin: we wanted to build the product for chains, but started talking to small businesses, so developed features based on their feedback, then realized chains were making more sense as target, but needed different features and had longer sales cycles. After trying to sell to chains and talking to experimented investors, I realized that to build a solid business I should sell to small businesses. A lot of them. Chains would ask for custom features and would take tons of time to make decisions, payments etc. Plus, they would represent a high percentage of your revenue and losing one of them could be meaning laying of people. Another mistake I’ve made was spending too much time to get money from government, loans, and contests. This is honestly all bullshit. It’s not because you’re winning contests that customers will show up, love your product and pay you. Contests are only good to have press articles and to get some credibility but it’s not a long-term strategy. This is still a common mistake made by entrepreneurs. The money helped me start hiring people, but the paperwork needed for it and still needed today wasn’t worth it. Keeping people too long in your team when you know they are creating problems or not performing the way you want is also a big mistake. I’ve tried to help and change too many people, at some point you can’t help everybody and need to hire people that will bring great things since day 1, especially in a startup. Then in a big corporation, you can do the opposite. Last but not least, as a co-founder of a company before Trackin, I’ve built the product with my engineers and my CEO without actually talking to the market. We thought we knew what people wanted when we actually didn’t. We spent almost a year building a product that didn’t make any sense to the market we targeted and closed almost as soon after we “launched”. ‍",1,0
213," Being a woman and the founder of a growth marketing agency has been pretty bumpy. I’ve been really lucky to have supportive partners and mentors but it can also be lonely and isolating. You learn to get really good at being outside your comfort zone almost 100% of the time.  One of the biggest challenges at Tuff has been building a fully remote team. This is a huge focus for us and I’ve had to systematically change the way I think about team culture and team building to get us to a place where we’re humming as a team, share values, and people are excited to log in to Slack in the AM.  Like any other startup, we’ve made a lot of mistakes, and continue to make mistakes and learn from those.  I think the biggest thing for me has been not acting quickly enough when we’ve made a mistake with hiring when there has been misalignment around the culture we’re building. One of our values at Tuff is creating a work environment where people can make mistakes, have ownership, grow, and learn. To make this possible, we have a clearly defined career framework so people know specifically how they can grow and develop in their role. This has been especially helpful as a small team because not everyone is going to (or wants to) grow into managing.  But, it took us two years to build. If I could go back a year or so, I would put more resources and time into building a career framework early that defined team roles, salaries, and career paths.  ",1,1
214," It’s just always a challenge. We’re in a competitive space, and we strive to be the very best Twitter tool. So we’re constantly in a state where we’re working on a new killer feature, adding value to the product. It’s tough, but we have gotten the hang of it. It used to be that we were very good at inspiration and less good at other things like scheduling or automation. But I think we caught up nicely. Also, we weren’t ready for all the growth we had. Fun story (or not): a couple of times, we hit the daily quota of tweets we were allowed to post every day, which meant some scheduled tweets weren’t being published. Fortunately, we were able to sort things out with the team at Twitter, and we now have plenty of room for growth. Coming back to a personal level, I’ve had to deal with a couple of pretty hard things in my life in the past few months. Having Tweet Hunter go well during those tough times was a blessing. I can’t imagine what it would have been like if things weren’t going well professionally.  As a team, I think we’re very creative and love everything that’s shiny and new. It’s cool when you’re trying to figure out what to work on, but it turns into a disadvantage when you have something that works and you have to double down on your focus and start doing the same things multiple times. In other words, we get bored. In terms of product, we pack a LOT of features. Of course, this is great, but it also means we need to invest more into onboarding, help center, explanations, etc. We started with a minimal set of features and had 0 support and no help articles. Now we need to gear up. Not everyone is used to using SaaS tools and we need to take that into account. As for mistakes we made, well, there’s a ton. We have the luxury of making decent revenue, so sometimes we don’t spend on the right things. There are a few marketing efforts we invested in that didn’t pay off (yet). ‍",1,0
215," There is one thing I can not get over for many years. This is a dead simple, obvious and quite a popular problem: I work too much. When I work a lot, I can finish many things. This sounds fine in theory, but in reality it is not true. It turned out that the less I work the better my results and the longer run I can go. Let 's see why. First, working too much makes me feel low energy and in the end - burn out. Gosh, I burn out 2 times a year!  Burning out means I can not do any other job that is responding in the support chat. No strategy planning, no hiring, no creative posts, no product improvements, no updates, no new connections. Each burnout removes 20-25 productive days of my life.  Now we will do some simple math. Imagine, I work 10 hours a day instead of 8.  Ur-r-rrgh, I can go even more hardcore! Let’s add an extra working day - Saturday.  It will add 104 additional working days per year. Yay! I can do more coding, more design, more this and that. This is just a-w-e-s-o-m-e, isn't it? 😁 But this lifestyle will end in 50 wasted days during the burnouts and restoring. Besides, each hardcore 10 hours day ends with falling down in the bed with zero energy in the batteries. It means I can not spend quality time with the family. Also, I can not contribute to my hobbies which make my life brighter and eventually help to be more productive, focused and creative at work by giving me a mind relax.  So I try to follow this simple rule: work as little as possible. Here are some tips that help: I leave the laptop at the workspace. If there is something urgent, I can use my spouse's laptop (there were 0 urgent accidents since 2018).Tick-tack. It is 7 p.m. You stand up and go out of the work space. Just shut down the Mac and go away. No questions asked. Just do it.2 vacations per year. Unfortunately, I can not afford a vacation at this moment. But this is something I want to bring back to my life.Weekends were invented to have a rest. So rest! ‍",1,0
216," With Upvoty, we - luckily - didn’t have any significant obstacles yet. But I’m sure they’ll come because it’s inevitable when you’re building a business. But, like Ryan Holiday stated in his book: ""The Obstacle is the way"". And this is something I always keep in mind. I never see things as an obstacle or as a bad thing. ‍",1,0
217," We tried a lot but never really saw the traction. Of course, we managed to get in a few new students, but we couldn't find a scaleable marketing channel. It was frustrating because our pre-order did well. Most of the students that converted on the pre-order where Robin's loyal customers from years ago (so that was a bit of a ""red flag""). We knew that we needed to build stronger relationships with artists and change their beliefs about investing in online courses if we wanted to be truly successful. In the summer of 2018, Robin and I were out for dinner and we talked about the state of Zero to Radio Ready and how to continue (don't worry, he was laughing about the size of the chicken on my plate). We were frustrated and we both thought it was time for a pivot.  Before launching Zero to Radio Ready, we should've conducted more interviews with customers and prospects. This would've helped us in tremendously with positioning and copywriting. Another mistake is that we didn't give Zero to Radio Ready all we got in terms of marketing. We could've pushed it further, and maybe traction was around the corner. But as months passed, we were less and less motivated. My own mistake is probably buying a tool we didn't need. It cost us around $800 but we ended up not using it and used a free product instead that did the job much better (if you read this Robin, I'm sorry). ‍",1,0
218," Started servicing broad-industry instead of a niche first. Don’t do that — too much competition, and very hard to differentiate unless you have top, top brand expertise. We were OK and could design relatively well, but even that isn’t enough when you're against much larger incumbents.  This isn’t the same as not being horizontally ambitious. You can be that, but you should focus first, get product-market fit, and then repeat with another adjacent market or product. The disadvantage we had was zero relationships with agencies, which feed production companies' work. We weren’t in a position to make the agencies change suppliers, so we had to go direct. Paid ads are hard to get right for B2B that doesn’t offer a self-serve product like SaaS it cost us a fair bit in experimentation. ‍",1,0
219," Viewst is my second venture and wherever possible I’ve applied my knowledge and experience and thereby avoided some basic operational mistakes. But somehow it still doesn’t get easier! For me, the most difficult aspect is creating the optimal working environment and ensuring that communication is transparent and clear. We faced the new reality of total isolation after just four months of working on Viewst, and the team hadn’t had enough time rehearsing together to perform like a harmonious orchestra. Subtleties were missed, which affected our productivity and resulted in some operational mistakes. Within our team we lacked sufficient expertise to bring the product to the market, build a community of users, and structure and analyze the data. I had to learn a lot in a very short space of time and as a result, made mistakes and was angry with myself and the team. I never communicated my frustrations. In retrospect, I think it set us back several months, and time and again communication issues and transparency are sources of problems. I hired a professional coach and a therapist to help me to overcome my limitations and to improve my interactions with the team. I’m happy to say that this has had a very positive effect – and I believe the team would say the same thing!  ",1,1
220," The biggest challenge has been that my cofounder and I have very different personalities, working styles, and preferences. We clashed at first after the honeymoon stage was over, but once we were able to get over this, our differences became a considerable advantage. His strengths were my weaknesses and vice versa. Different preferences meant we debated rigorously about every decision. Once we learned to disagree well, we started moving fast and executing better. We could also delegate much better because tasks became something one of us was better at or preferred to do. Other than coaching, one thing that helped a lot was that we promised each other the day we incorporated that we would be friends when it was over no matter what happened.  ",1,0
221," The biggest obstacle was convincing my wife that after one year into it, we should double-down and pursue this startup more aggressively. We had plans to move from a big city to a tiny town in Bariloche as our 7yr old was starting 1st grade and it was an opportunity to start fresh. But she thought it would be more opportune time to take a long pause on the project and recover from our past startup deficits, as the first year was quite time-consuming and I had to sacrifice a lot of my family time. I had to convince her that pausing our momentum = Death. That the momentum we gained from our past year to build was our only asset today to leverage, and that we had to double down on our focus and see where we would net out one year later. Perhaps If I didn't have a co-founder, I could have been open to making that choice, but I also felt compelled to keep my commitment to him as well and follow-through on phase 2 of our product roadmap.I’m really glad I listened to my instinct. 1 year later we doubled our ARR. ‍  Probably not putting enough early focus on content marketing and SEO. But as we had very little resources starting, I felt more compelled to double down on product quality and let that speak for itself. I've also been told by a close advisor that I should have stopped building more features, and switched to 1:1 sales much earlier. About 6-months earlier. But my gut told me to stay on the product as it felt more compelling at the time.  Making the switch is not for the faint of heart as it is so time-consuming and you inevitably lose product-focus. I just felt I couldn't start selling until it was beyond just OK, because for me when you do sales you kind of just have 1 shot in making your first impression, and our target is other high-caliber end-users who were used to seeing mature products..so it felt useless wasting their time until I could knock them out of their seats. ‍",1,0
222," As I have said, my biggest obstacle was the lack of knowledge about digital marketing. Now, I truly believe that my businesses depend 100% on my knowledge. It gives me the vision of what is possible to achieve and how to do it.",0,0
223," We grew too fast I’m not sure how you get over this one really. To this day I still feel we were let down by the UK financial sector. We were growing so fast and we just couldn’t get any more from the banks and the investment sector seemed adamant that if it wasn’t a tech business they weren't investing.  One thing I do keep going back to is that we maybe should have pitched the business more as a tech business with clothing manufacturing behind it rather than a clothing brand using a website. It was very ahead of its time so maybe I got my pitch wrong.  Also, we took on a salesperson way too soon. I wanted to grow before we should have and thought we’d catch up on the revenue and profits needed by bringing them on board. We’d worked with an outsourced company for a year before this to process smaller orders and bringing a salesperson in quadrupled the cost of processing sales.  ",0,0
224," In terms of challenges, I wouldn’t be the first to say that after the initial joy of starting a project you get into a lot of details, which were covered for you, when you were an employee. It seems like a quick skill to get, but it takes time, patience and effort. It drags your attention await from building project and puts you in a very new and not so friendly territory of being your own boss and business owner. This is the time when you need your friends/family support and they don’t need to tell you what you do right or wrong, all you need is a warming “You will handle this”. Do not underestimate how much you don’t know about running a business, do your homework and read about company types, taxes and what’s required to actually run the business. It the skill that will be paid off for sure and you won’t make it in 2 weeks like I thought it would be.",0,0
225," The biggest mistake was to build an application that matched the UK market very well, and other markets not at all. Despite the fact that we had great sales and a great product, we quickly found the UK market was smaller than we expected and that our application was not as useful abroad. This meant our international expansion was a failure. But that’s not all. When we tried to sell the business, a SaaS product with about $20k MRR, and a churn of effectively 0%, we found no buyers. The reason was that American entrepreneurs didn’t want to buy a foreign business and there aren’t enough British entrepreneurs for the market of selling companies to be liquid enough. ",0,0
226," It’s funny, our biggest disadvantages have almost become some of our biggest advantages.  The disadvantages we started with were our price point, time, and our market. Podcasters generally don’t have much a budget for tools outside of their hosting platform (most podcasters don’t make any revenue). As a result, we had to set our price fairly low to start. We also didn’t have an audience and the podcast market is very fragmenting. This made getting started very slow.  When we started, I had just spent a year with no-pay trying to get our startup off the ground (which failed) and Nick had recently passed the bar (he is a lawyer) and decided to become a software engineer. I didn’t have much money left and Nick had a mountain of student debt. Becoming a lawyer isn’t cheap after all.  These two disadvantages made us build the business slowly while also freelancing on the side. We had to be patient and watch the business grow while constantly re-evaluating whether or not it would be a side project or could become a full time gig.    Our main disadvantages when we got started was a lack of experience and capital and a naivety around building products. We didn’t understand how to properly evaluate a market, do customer discovery, and make fast decisions while attempting to get the business off the ground.  We made a lot of mistakes along the way. Our biggest mistake before Wavve was relying on feature development to drive traction rather than use marketing & transaction to fill our funnel. We fell into the feature fallacy and thought the next big feature would set us on the right course.  We also commonly made the mistake of listening to the loud minority. Say 10 users come in the funnel: 4 would convert and one would be upset. We would listen to that one upset user and let them drive product development rather than listening to the happy 4 customers that paid.  One example of this was all the time we spent supporting social integrations for a small set of very vocal users that wanted to post to social directly from our app when the majority were fine downloading the mp4 video and uploading themselves.  I sometimes think we might have taken too long to pay ourselves. We were so desperate to get the business to a certain revenue point that we never were able to feel the effect of SaaS revenue in our own pockets. I would suggest founders to pay themselves something as soon as possible. ‍",1,0
227," Wow, there are so many… The hardest part was to find money each month in order to survive We had an angel investor but last year he decided to stop founding us and my job was to find money in order to keep Waydev alive. I did a lot of sacrifices. I moved with my parents and didn’t spend any cent on me for a long period of time. Hopefully, now we’re profitable and we have a very good growth rate. In terms of obstacles, the hardest part was to find valuable engineers with the same values as me, but this is part of any successful startup.   I don’t like to use the word “mistake” because in a startup everything is about keeping the startup alive until you succeed, and any “mistake” is part of the road: the road of keep going until you find a way of making money, because money is the best metric related to a startup success. You need to have a lot of things coming together in order to generate revenue. ",1,0
228," I’ve talked about it quite extensively in the previous question, but to summarize I’d point out the 3 biggest mistakes: ‍1. Failing to utilize off-the-shelf tools to get product-market-fit Knowing what I know now, we could have built 80% of WedMap with 20% of time-spent, simply using Wordpress Themes for marketplaces and a bit of custom coding, that our co-founder was more than capable to do. It would have saved us at least 6 months of time. 6 months...I’ll leave you with that thought.  2. Not talking to our customers and thinking we know what the market needs You heard this one 100s of times already. Why? Because it’s true. It takes a certain level of naivety and arrogance to THINK you know what your market needs. Please note that the majority of our market was the opposite sex. We all know that men can’t know what women need :) Jokes apart - it took us 1.5 years to really start talking to our customers. And even then, we were simply looking for affirmations to our ideas and ignored the red flags.  3. Not being ready for a marathon During the last 6-8 months of WedMap, we were exhausted from encountering problematic hiccups and reacting to them by desperately looking for quick-fixes, quick wins. We started to engage in multiple side-projects looking for any revenue streams. Our bank accounts were empty and arguments at home were more frequent - it’s an immense pressure to experience and I wish everyone to be in that place at least once. Our response to that situation was bad, because when starting WedMap, we had high expectations that everything would work out within the first 6-12 months. Ridiculous when I think about it now, but it only shows that we were not ready to look at WedMap as a marathon and not a sprint. That mentality led us to a series of really bad decisions.",0,0
229," Though our business was in a healthy state and we were growing, when Covid hit, we as founders had to take a call on our future. Though it was an unforeseen challenge, we took it positively. Our approach was to work with our core principles and business premise, yet transform to stay relevant and maintain our growth. This move has held us in good stead as we saw 600% growth in our user base in the next 18 months. The other challenge that I personally, as a women entrepreneur, faced was the unconscious bias around. There are skeptics everywhere - including family, friends, and even peers. Especially because I hail from a small town (Tier III in India), when I quit my job to start my own venture, no one agreed with my decision. It was considered too risky as I was expected to go the conventional route of holding on to a typical day job. However, with Woovly growing rapidly and setting new benchmarks, I am happy to note that young women find my journey inspirational to start their ventures.   While scaling up, we needed a lot of skilled resources and that’s where I think I fumbled. When the ask was to hire fast, I took a lot of time to hire new talent. When new hires did not perform, I waited too long to let them go, giving them multiple opportunities to come up the curve. In some ways, the slow learners and poor performers slowed down our growth. But very soon, it made me realize that it wasn’t the ideal way to grow. I learned to keep my emotions aside and take tough decisions when necessary.   Another disadvantage we faced was that we were in unchartered territory. Since social commerce as a concept is still in its early phase in India, we had no benchmarks or standards to measure against. There was nobody to share insights into the industry and we just experimented and built as we progressed.  ‍",1,1
230, I didn’t talk to customers nearly enough. My vision didn’t solve the right problem. ‍,0,0
231," I wouldn’t say there was a particular BIG mistake or mistakes. I think I had a lot of small things that added up and here I’ll list them. I went too fast and should have taken more time.Should have vetted producers and movie titles much better. Looking back, I spent 3-4 times more than I should have spent on licensing.I moved from New York to California. This was actually one of my biggest mistakes. I had a track record and a stable group of people and connection in NY that would have helped me grow even further. Moving to Los Angeles California, I knew no one and emotional that was bad. Also, California is not business friendly. I paid so much in fees and taxes that I swore to never go back there.I had no exit strategy. As someone who is extremely passionate about what they’re doing, this is the last advice I would give anyone. But having gone through my experience with WURA, I believe that if you’re going to build anything that will cost you north of $100,000, best to have an exit plan. And that could be knowing when to stop or stopping after you’ve invested X amount of dollars of your own money. ‍",0,0
232," I sincerely believe that the biggest obstacle I had to overcome was to convince myself and my close friends and family that what I was doing was worthwhile and impactful.  At early stages, it feels like your startup is nothing more than wishful thinking and any person can easily poke holes in your business concept, and you are bombarded with a wide variety of advice on how you should take your startup forward. It can be pretty terrifying to keep going ahead against all odds.  In addition to all this, being a first-generation immigrant also brings about some challenges in understanding the processes and social nuances of succeeding in this country. ",1,0
233," The biggest mistake I made was not speaking up and being more vocal. I knew the team wasn’t right, I knew the product wasn’t incredible, but at the time I was extremely unfamiliar with the fundraising process. I truly believe if we raised $1-2m from an institution then we could’ve taken on Periscope, but we played a binary game and lost. Even more unfortunately, I did not overcome my inability to speak up in time, and Zapstream came to a slow and painful end.  ‍",0,0
234," On a personal level, I'm a non-technical founder. So it’s a challenge when it comes to building a software company. My co-founder and I had almost no leadership experience, so building ZenMaid was just figuring it out as we came. We also didn't have any reputation in the industry, with no audience. When we were cold emailing to get our first hundred customers, people weren’t responding, and our emails were going to spam because we just sounded like two random dudes from India asking them for money for software that didn’t exist yet. We had to hire a friend who had a bit more of a friendly name. In comparison to our competition, we had no funding, which was a significant obstacle to overcome.  We were also working remotely back in 2013 when we first started ZenMaid, although we were still in the same town. We'd see each other a couple of times a week to chat, which was also another challenge. The final obstacle that we've overcome was picking a very challenging market. Maid services tend to be late adopters. It took us a long time to get to $10,000 in monthly recurring revenue, which wouldn't even cover their living expenses for many founders. It took us over three years to go from zero to $10k in MRR, and then another four years to go from $10k to $100k MRR.  As for the biggest mistake that we've made in ZenMaid history, we spent over a year working on a redesign of the software and moving different things around both UI and UX changes, as well as releasing a couple of new features. We took that live and took down our system for almost three days in the middle of the week. It was in 2017 and ended up costing us between 30 and 35% of our MRR over the following six months. We were at $18k in monthly recurring revenue when we launched that redesign. And we essentially went back down to $12k. The new design was much better than the old one, but the transition was very painful. It was poor leadership on my part and then poor communication by multiple parties within the company. ",1,0
235," Our biggest challenge so far has been keeping up with the surge in demand due to COVID-19. While many businesses were downsizing or shutting down, we experienced the opposite. Almost overnight our web traffic and sales quadrupled. It’s a good problem to have, but not something we anticipated. We had to quickly hire additional team members and set up systems in place to make sure we have enough products stocked in our warehouse. The challenge we face now is projecting what our business looks like next year and beyond as the impact of the pandemic changes.  One of the mistakes we’ve made is our brand positioning. We were able to gain initial traction by focusing on the fitness industry. This was helpful in the early days of the company because we were able to carve out a niche. However, it also limited our growth opportunities. Because all of the messaging on our website discussed how our products could benefit gym and fitness studio owners, we missed out on opportunities to sell our products to other types of businesses such as airports, hotels, schools, and hospitals. We’re now fixing this mistake by revamping our brand positioning and adding new pages on our website to help attract more customers from industries outside of fitness. However, it’s a challenge to change how a brand is perceived once it has been established.  ",1,0
